0,1
61,62
61,63
61,64
61,65
61,66
61,67
61,68
61,69
61,70
61,71
61,72
61,73
61,74
61,75
61,76
61,77
61,78
61,79
61,80
61,81
61,82
61,83
61,84
61,85
61,86
61,87
61,88
61,89
61,90
61,91
61,92
61,93
61,94
61,95
61,96
61,97
61,98
61,99
94,95
94,96
94,97
94,98
94,99
100,61
100,94
101,61
101,94
102,61
102,94
103,61
103,94
104,61
104,94
105,61
105,94
106,61
106,94
107,61
107,94
108,61
108,94
109,61
109,94
110,61
110,94
111,61
111,94
112,61
112,94
113,61
113,94
114,61
114,94
115,61
115,94
116,61
116,94
117,61
117,94
118,61
118,94
119,61
119,94
120,61
120,94
121,61
121,94
122,61
122,94
123,61
123,94
124,61
124,94
125,61
125,94
126,61
126,94
127,61
127,94
128,61
128,94
129,61
129,94
130,61
130,94
131,61
131,94
132,61
132,94
133,61
133,94
134,61
134,94
135,61
135,94
136,61
136,94
137,61
137,94
138,61
138,94
139,61
139,94
140,141
140,142
140,143
140,144
140,145
140,146
140,147
140,148
140,149
140,150
140,151
140,152
140,153
140,154
140,155
140,156
140,157
140,158
140,159
140,160
140,161
140,162
140,163
140,164
140,165
140,166
140,167
140,168
140,169
140,170
140,171
140,172
140,173
140,174
140,175
140,176
140,177
140,178
140,179
140,180
140,181
140,182
140,183
140,184
140,185
140,186
140,187
140,188
140,189
140,190
140,191
140,192
140,193
140,194
140,195
140,196
140,197
140,198
140,199
140,200
140,61
140,94
141,61
141,94
142,61
142,94
143,61
143,94
144,61
144,94
145,61
145,94
146,61
146,94
147,61
147,94
148,61
148,94
149,61
149,94
150,61
150,94
151,61
151,94
152,61
152,94
153,61
153,94
154,61
154,94
155,61
155,94
156,61
156,94
157,61
157,94
158,61
158,94
159,61
159,94
160,61
160,94
161,162
161,163
161,164
161,165
161,166
161,167
161,168
161,169
161,170
161,171
161,172
161,173
161,174
161,175
161,176
161,177
161,178
161,179
161,180
161,181
161,182
161,183
161,184
161,185
161,186
161,187
161,188
161,189
161,190
161,191
161,192
161,193
161,194
161,195
161,196
161,197
161,198
161,199
161,200
161,61
161,94
162,61
162,94
163,61
163,94
164,61
164,94
165,61
165,94
166,61
166,94
167,61
167,94
168,61
168,94
169,61
169,94
170,61
170,94
171,61
171,94
172,61
172,94
173,61
173,94
174,61
174,94
175,61
175,94
176,61
176,94
177,61
177,94
178,61
178,94
179,61
179,94
180,61
180,94
181,61
181,94
182,61
182,94
183,184
183,185
183,186
183,187
183,188
183,189
183,190
183,191
183,192
183,193
183,194
183,195
183,196
183,197
183,198
183,199
183,200
183,61
183,94
184,61
184,94
185,61
185,94
186,61
186,94
187,188
187,189
187,190
187,191
187,192
187,193
187,194
187,195
187,196
187,197
187,198
187,199
187,200
187,61
187,94
188,61
188,94
189,61
189,94
190,61
190,94
191,61
191,94
192,61
192,94
193,61
193,94
194,61
194,94
195,61
195,94
196,61
196,94
197,61
197,94
198,61
198,94
199,61
199,94
200,61
200,94
